athlete_id,school_slug,name_slug,gender,region,tfrrs_url
9164150,South_Carolina,Kaleb_Burroughs,m,east,https://www.tfrrs.org/athletes/9164150/South_Carolina/Kaleb_Burroughs
8715615,South_Carolina,Jaouad_Khchina,m,east,https://www.tfrrs.org/athletes/8715615/South_Carolina/Jaouad_Khchina
7893952,Georgetown_DC,Nick_Medeiros,m,east,https://www.tfrrs.org/athletes/7893952/Georgetown_DC/Nick_Medeiros
8268860,American,Carver_Morgan,m,east,https://www.tfrrs.org/athletes/8268860/American/Carver_Morgan
9171226,Louisville,Ethan_Brouw,m,east,https://www.tfrrs.org/athletes/9171226/Louisville/Ethan_Brouw
7907418,Mississippi,Chase_Rose,m,east,https://www.tfrrs.org/athletes/7907418/Mississippi/Chase_Rose
8928539,Albany,Steve_Hines,m,east,https://www.tfrrs.org/athletes/8928539/Albany/Steve_Hines
9172418,Penn,Joseph_Socarras,m,east,https://www.tfrrs.org/athletes/9172418/Penn/Joseph_Socarras
8322988,Dartmouth,J&#39;Voughnn_Blake,m,east,https://www.tfrrs.org/athletes/8322988/Dartmouth/J&#39;Voughnn_Blake
8705541,Ohio_State,Jaxson_Eckert,m,east,https://www.tfrrs.org/athletes/8705541/Ohio_State/Jaxson_Eckert
8620191,Virginia_Tech,Dylan_DeCambre,m,east,https://www.tfrrs.org/athletes/8620191/Virginia_Tech/Dylan_DeCambre
7923566,Notre_Dame_IN,Matthew_Smith,m,east,https://www.tfrrs.org/athletes/7923566/Notre_Dame_IN/Matthew_Smith
8592511,Michigan,Trent_McFarland,m,east,https://www.tfrrs.org/athletes/8592511/Michigan/Trent_McFarland
9010785,Florida,Jonah_Kirspel,m,east,https://www.tfrrs.org/athletes/9010785/Florida/Jonah_Kirspel
8926360,Purdue,Hugh_Jacobsmeyer,m,east,https://www.tfrrs.org/athletes/8926360/Purdue/Hugh_Jacobsmeyer
8603167,Penn_State,Kaleb_Nastari,m,east,https://www.tfrrs.org/athletes/8603167/Penn_State/Kaleb_Nastari
