athlete_id,name,school,gender,pr_600,pr_800,pr_MILE,pr_5K_(XC),pr_6K_(XC),pr_3_MILE_(XC),pr_1500,pr_5000,pr_3000S,pr_8K_(XC),pr_10K_(XC),pr_1000,pr_3000,pr_3K_(XC),pr_60,pr_100,pr_200,pr_300,pr_400,pr_JT,pr_LJ,pr_TJ,"pr_10,000",pr_60H,pr_100H,pr_400H,pr_HJ,pr_SP,pr_PENT,pr_HEP,pr_PV,pr_110H,pr_DT,pr_HT,pr_WT,pr_DEC,pr_5_MILE_(XC),pr_500,pr_5.846K_(XC),pr_5.85K_(XC),pr_600Y,pr_7.8K_(XC),pr_8.057K_(XC),pr_4_MILE_(XC),pr_3.1_MILE_(XC),pr_4.97_MILE_(XC),pr_55,pr_300H,pr_200H,pr_55H,pr_8.53K_(XC),pr_5.2_MILE_(XC),pr_13.1K_(XC),pr_5.31K_(XC),pr_4K_(XC),pr_3.11_MILE_(XC),pr_4.8K_(XC),pr_2000S,pr_7.162K_(XC),pr_4.17K_(XC),pr_3.71_MILE_(XC),pr_3.74_MILE_(XC),pr_8.4K_(XC),pr_3.72_MILE_(XC),pr_3.73_MILE_(XC),pr_8.078K_(XC),pr_5200,pr_7.86K_(XC),pr_5.4K_(XC),pr_5.6K_(XC),pr_4000,pr_1600,pr_3.10728_MILE_(XC),pr_6.3K_(XC),pr_5.868K_(XC),pr_5.5K_(XC),pr_3.12_MILE_(XC),pr_8000,pr_5.926K_(XC),pr_2.49_MILE_(XC),pr_4.66_MILE_(XC),pr_4.66071_MILE_(XC),pr_7K_(XC),pr_8.018K_(XC),pr_3.1068_MILE_(XC),pr_150,pr_40Y,pr_4X100,pr_2.55_MILE_(XC),pr_3.14_MILE_(XC),pr_4.97097_MILE_(XC),pr_5.8K_(XC),pr_4.9_MILE_(XC),pr_8.05K_(XC),pr_3.107_MILE_(XC),pr_2_MILE,pr_3200,pr_4.5_MILE_(XC),pr_5.75K_(XC),pr_4.95_MILE_(XC),pr_2K_(XC),pr_2.5_MILE_(XC),pr_7.08K_(XC),pr_7.2K_(XC),pr_1500S,pr_5.95K_(XC),pr_8.075K_(XC),pr_2_MILE_(XC),pr_4.1K_(XC),pr_2.9_MILE_(XC),pr_4.1_MILE_(XC),pr_6.2_MILE_(XC),pr_7.25K_(XC),pr_800_METERS_(XC),pr_6.2K_(XC),pr_3.10686_MILE_(XC),pr_7.7K_(XC),pr_2000,pr_5.2K_(XC),pr_6.17K_(XC),pr_6.08K_(XC),pr_3.1K_(XC),pr_4.88K_(XC),pr_5.013K_(XC),pr_8.8K_(XC),pr_4.7K_(XC),pr_6.4K_(XC),pr_8.067K_(XC),pr_3.85_MILE_(XC),pr_6.212K_(XC),pr_3.72825_MILE_(XC),pr_8.369K_(XC)
8705609,Maria Bienvenu,TCU,,,,,,,,,,,,,,,,,,,,,"54.45m 178' 8""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7484536,Gennifer Hirata,SOUTH DAKOTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4.45m 14' 7.25""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9253034,Marc Anthony Ibrahim,TENNESSEE,m,,,,,,,,,,,,,,,,,,,47.55,,,,,,,48.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9009110,Teodors Samac,NORTHWESTERN ST.,f,,,,31:27.1,37:12.2,,,,,,,,,15:58.2,,,,,,"49.37m 162' 0""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25:24.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9201617,Devin Bragg,CAL ST. FULLERTON,m,,,,,,,,,,,,,,,,10.57 (-0.2),21.16 (1.3),,51.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8986595,Carson Riner,BYU,m,,,,,,,,,,,,,,,,,,,,"69.14m 226' 10""","6.90m 22' 7.75""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8350181,Cameron Wright,UNCW,m,,,,,,,,,,,,,,,,10.29 (3.0),21.23 (2.8),,,,,,,,,,,,,,,13.87 (1.3),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8328349,Peyton Rollins,SYRACUSE,f,,,,,,,,,,,,,,,7.64,12.57 (-0.1),24.76,,,,,,,8.35,13.28 (1.6),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7367325,Sintayehu Vissa,OLE MISS,,,2:01.06,4:32.70,16:32.4,19:53.2,,4:08.72,15:56.86,,,,,9:04.95,,,,,,1:00.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8932036,Isabelle Walsh,VILLANOVA,f,,2:05.86,4:37.18,17:36.5,22:20.0,,4:13.56,,11:16.19,,,2:43.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8257176,Amina Maatoug,WASHINGTON,,,2:03.45,4:26.39,16:27.5,19:29.9,,4:08.75,15:35.93,,,,,8:46.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8582712,Logan Law,GONZAGA,m,,1:55.72,4:05.96,,18:45.7,,3:47.00,13:54.98,8:42.45,23:36.9,29:57.3,,8:03.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5:52.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8593553,Megan Hipple,AKRON,f,,,5:00.02,17:05.2,20:48.2,,4:26.31,15:53.23,,,,,9:17.94,,,,,,,,,,33:25.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8996983,Cade Sommers,UCLA,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5.25m 17' 2.75""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8974343,Shyhiem Scotland,CLEMSON,m,,,,,,,,,,,,,,,,,,,,,,,,,,,"2.19m 7' 2.25""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6121266,Darius Carbin,GEORGIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2.30m 7' 6.5""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8969988,Ronnie Kendrick,TCU,m,,,,,,,,,,,,,,,6.86,,21.26,,45.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9242760,Paige Sommers,UCLA,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4.45m 14' 7.25""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8014418,Abigail Kwarteng,MID. TENN. STATE,,,,,,,,,,,,,,,,,,,,,,"6.12m (3.0) 20' 1""","13.03m (2.8) 42' 9""",,,,,"1.92m 6' 3.5""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8990380,Aidan Ifkovits,TENNESSEE,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"66.00m 216' 6""","22.70m 74' 5.75""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8669888,William Pierce,NAVY,m,,,,,,,,,,,,,,,7.13,11.09 (2.1),22.41 (1.9),36.40,,,"7.67m (1.3) 25' 2""","14.23m (3.4) 46' 8.25""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8622073,Gillian Bushee,VIRGINIA,f,,,4:50.56,16:39.9,19:42.2,,4:20.57,15:48.47,,,,,9:11.74,,,,,,,,,,33:13.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13:31.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8693678,Arienne Birch,NORTH DAKOTA STATE,f,,,,,,,,,,,,,,,,,,,,,,,,,,,"1.86m 6' 1.25""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8586839,Kinley Kunkel,WESTERN KENTUCKY,f,,2:26.34,5:07.34,17:36.1,20:36.4,,4:32.54,16:04.61,,,,,9:39.87,,,,,,,,,,33:37.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8233149,Emanuel Galdino,IOWA STATE,m,1:20.07,1:47.02,3:54.23,,17:59.5,,3:38.26,,,24:09.1,,2:19.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9020103,Ishmael Kipkurui,NEW MEXICO,,,,4:03.46,,,,,13:09.24,,,,,7:40.06,,,,,,,,,,28:09.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8690812,Sabrina Fairbanks,UTAH STATE,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4.07m 13' 4.25""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8333381,Walter Bannerman,GEORGE MASON,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5.40m 17' 8.5""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8329626,Brooke Lumpkin,VIRGINIA,f,,,,,,,,,,,,,,,,,,,,"41.86m 137' 4""",,,,,,,,"16.74m 54' 11.25""",,,,,,,"13.94m 45' 9""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9261391,Ej Brown,NEBRASKA,f,,,,,,,,,,,,,,,,,,,,,,,,,,,"1.80m 5' 10.75""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6874366,Alexander Korczynski,NORTHEASTERN,,,1:49.93,4:00.53,15:07.7,,,3:45.10,13:53.57,8:29.42,23:51.7,29:39.9,2:22.62,8:02.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23:45.7,,,,,,25:25.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9251727,Keayari Lee,MISS STATE,m,,1:46.56,,,,,,,,,,,,,,,,,45.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8711164,Hunter Murphy,STEPHEN F. AUSTIN,m,,,,,,,,,,,,,,,,,,,,,"6.95m (+0.0) 22' 9.75""",,,,,,"2.15m 7' 0.5""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8314508,Teyana Ames,RUTGERS,f,,,,,,,,,,,,,,,,,,,,"25.15m 82' 6""","5.04m 16' 6.5""",,,,,,"1.70m 5' 7""","16.22m 53' 2.75""",,,,,"41.51m 136' 2""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9042396,Braylon Noble,UC SANTA BARBARA,m,,,,,,,4:35.04,,,,,,,,,11.08 (1.3),,,49.71,"50.06m 164' 3""","6.72m (1.4) 22' 0.75""",,,,,,"1.96m 6' 5""","11.92m 39' 1.25""",,,"4.20m 13' 9.25""",16.77 (0.6),"41.60m 136' 6""",,,7045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8705127,Mia Edim,DUKE,f,,,,,,,,,,,,,,,7.33,11.11 (4.1),22.75 (0.2),39.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7498811,Jake Dalton,OLE MISS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"69.72m 228' 9""","20.53m 67' 4.25""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8320684,Justin Levy,HARVARD,m,1:19.79,1:50.02,,,,,4:07.25,,,,,2:32.96,,,,,,35.02,47.37,,,,,,,,,,,,,,,,,,,1:02.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8603542,Nia Allison,NEW MEXICO ST.,f,,2:16.60,5:05.39,17:55.4,20:36.1,,4:20.02,16:34.42,10:08.76,,,,9:45.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7995669,Keldrick Turner,NEW ORLEANS,m,1:23.58,2:10.87,,,,,,,,,,,,,6.91,10.50 (1.7),20.61 (2.0),33.17,45.19,,,,,,,,,,,,,,,,,,,1:07.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8898344,Privillege Chikara,MIDDLE TENNESSEE,f,1:35.84,2:03.44,4:42.90,17:19.8,20:13.6,,4:17.52,18:37.46,,,,2:50.32,,,,,,,56.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7087489,Julien Alfred,TEXAS,,,,,,,,,,,,,,,,6.94,10.72 (2.4),21.73 (2.5),37.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8672051,Quincy Penn,FLORIDA,f,,,,,,,,,,,,,,,,11.51 (0.8),22.74 (1.7),37.17,50.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8345784,Sophie Fong,OHIO STATE,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4.21m 13' 9.75""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8321095,Ethan Ecker,WEBER STATE,m,,,,,,,,,,,,,,,,,,,,"70.73m 232' 1""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7003965,Roje Stona,ARKANSAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"20.48m 67' 2.25""",,,,,"68.64m 225' 2""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8011026,Jemuel Miller,UTSA,m,,,,,,,,,,,,,,,,,,,,,"7.63m 25' 0.5""","16.69m (4.5) 54' 9.25""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8587814,Nick Gilles,WISCONSIN,m,,,,15:48.7,18:13.6,,,13:58.39,8:38.91,24:00.4,,,8:04.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8676854,Annishka Mcdonald,WEST VIRGINIA,f,,,,,,,,,,,,,,,,,,,1:01.28,,,,,,,,"1.87m 6' 1.5""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8364036,Sanu Jallow,ARKANSAS,f,1:24.19,1:57.74,4:40.21,17:58.0,21:23.2,,4:28.26,,,,,,,,,,,,51.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7892671,Brooke Rauber,NC STATE,f,,2:14.93,4:38.45,17:10.8,19:49.3,,4:12.12,15:41.11,,,,2:49.05,9:08.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6:40.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9261954,Malachi Austin,LSU,m,1:21.23,,,,,,,,,,,,,,,,21.09 (1.4),,44.87,,,,,,,,,,,,,,,,,,,1:06.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7528285,Christina Warren,MIAMI (FLA.),,,,,,,,,,,,,,,,7.82,,26.61 (0.7),,,,"5.97m (+0.0) 19' 7""","13.35m (2.9) 43' 9.75""",,8.37,13.60 (0.2),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8673355,Jake Burkey,LOUISVILLE,,,,,,,,,,,,,,,,,,,,,,"7.83m (2.4) 25' 8.25""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8679037,Drew Mruk,PRINCETON,m,,,,,,,,,,,,,,,,,,,,"65.23m 214' 0""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9234324,Tori-Ann Anderson,COL. OF CHARLESTON,f,,,,,,,,,,,,,,,,,,,,,,,,,,,"1.76m 5' 9.25""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8696196,Nyla Fulvi,FIU,f,,2:25.71,,,,,,,,,,,,,,13.77,24.75 (1.7),,1:14.21,"38.94m 127' 9""","6.15m (2.5) 20' 2.25""",,,8.97,14.17 (2.0),,"1.63m 5' 4.25""","10.19m 33' 5.25""",3472,5245,"2.15m 7' 0.5""",,"32.15m 105' 6""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7008903,Kynnedy Flannel,FLORIDA,,,,,,,,,,,,,,,,7.23,11.06 (2.4),22.23 (2.0),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8359924,Jack Larriviere,LSU,m,,,,,,,,,,,,,,,,,,,,"78.66m 258' 1""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8585645,Averie Perriton,UTAH TECH,f,,2:18.42,5:06.57,18:48.4,20:51.8,18:12.8,4:41.93,17:04.66,10:22.33,,,,9:49.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14:52.3,,,,,,,,,,21:49.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15:59.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7905816,James Overberg,COLORADO,m,,,4:16.71,15:08.9,,,4:08.71,13:31.63,,23:06.8,28:55.3,,8:06.77,,,,,,,,,,28:11.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22:03.3,22:07.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8261269,Klaudia Kazimierska,OREGON,,1:31.15,2:02.03,4:30.33,,19:41.4,,4:06.53,,,,,,9:37.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8705131,Julia Magliaro,DUKE,f,,,,,,,,,,,,,,,,,,,,"53.51m 175' 7""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7536848,Max Manson,WASHINGTON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5.52m 18' 1.25""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6586400,Anavia Battle,OHIO STATE,,,,,,,,,,,,,,,,7.24,11.06 (3.3),22.26 (0.9),36.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7993178,William Staggs,INDIANA STATE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5.56m 18' 2.75""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9009628,Zeddy Chongwo,OKLAHOMA STATE,f,,,,,,,,,,,,,,,,,,,,,"6.28m (1.6) 20' 7.25""",,,,,,"1.64m 5' 4.5""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8353996,Jaslyn Russell,MCNEESE STATE,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15.51m 50' 10.75""",,,,,"51.01m 167' 4""","54.15m 177' 8""","17.89m 58' 8.5""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
