athlete_id,name,school,gender,pr_600,pr_800,pr_MILE,pr_5K_(XC),pr_6K_(XC),pr_3_MILE_(XC),pr_1500,pr_5000,pr_3000S,pr_8K_(XC),pr_10K_(XC),pr_1000,pr_3000,pr_3K_(XC),pr_60,pr_100,pr_200,pr_300,pr_400,pr_JT,pr_LJ,pr_TJ,"pr_10,000",pr_60H,pr_100H,pr_400H,pr_HJ,pr_SP,pr_PENT,pr_HEP,pr_PV,pr_110H,pr_DT,pr_HT,pr_WT,pr_DEC,pr_5_MILE_(XC),pr_500,pr_5.846K_(XC),pr_5.85K_(XC),pr_600Y,pr_7.8K_(XC),pr_8.057K_(XC),pr_4_MILE_(XC),pr_3.1_MILE_(XC),pr_4.97_MILE_(XC),pr_55,pr_300H,pr_200H,pr_55H,pr_8.53K_(XC),pr_5.2_MILE_(XC),pr_13.1K_(XC),pr_5.31K_(XC),pr_4K_(XC),pr_3.11_MILE_(XC),pr_4.8K_(XC),pr_2000S,pr_7.162K_(XC),pr_4.17K_(XC),pr_3.71_MILE_(XC),pr_3.74_MILE_(XC),pr_8.4K_(XC),pr_3.72_MILE_(XC),pr_3.73_MILE_(XC),pr_8.078K_(XC),pr_5200,pr_7.86K_(XC),pr_5.4K_(XC),pr_5.6K_(XC),pr_4000,pr_1600,pr_3.10728_MILE_(XC),pr_6.3K_(XC),pr_5.868K_(XC),pr_5.5K_(XC),pr_3.12_MILE_(XC),pr_8000,pr_5.926K_(XC),pr_2.49_MILE_(XC),pr_4.66_MILE_(XC),pr_4.66071_MILE_(XC),pr_7K_(XC),pr_8.018K_(XC),pr_3.1068_MILE_(XC),pr_150,pr_40Y,pr_4X100,pr_2.55_MILE_(XC),pr_3.14_MILE_(XC),pr_4.97097_MILE_(XC),pr_5.8K_(XC),pr_4.9_MILE_(XC),pr_8.05K_(XC),pr_3.107_MILE_(XC),pr_2_MILE,pr_3200,pr_4.5_MILE_(XC),pr_5.75K_(XC),pr_4.95_MILE_(XC),pr_2K_(XC),pr_2.5_MILE_(XC),pr_7.08K_(XC),pr_7.2K_(XC),pr_1500S,pr_5.95K_(XC),pr_8.075K_(XC),pr_2_MILE_(XC),pr_4.1K_(XC),pr_2.9_MILE_(XC),pr_4.1_MILE_(XC),pr_6.2_MILE_(XC),pr_7.25K_(XC),pr_800_METERS_(XC),pr_6.2K_(XC),pr_3.10686_MILE_(XC),pr_7.7K_(XC),pr_2000,pr_5.2K_(XC),pr_6.17K_(XC),pr_6.08K_(XC),pr_3.1K_(XC),pr_4.88K_(XC),pr_5.013K_(XC),pr_8.8K_(XC),pr_4.7K_(XC),pr_6.4K_(XC),pr_8.067K_(XC),pr_3.85_MILE_(XC),pr_6.212K_(XC),pr_3.72825_MILE_(XC),pr_8.369K_(XC)
9272250,Anastasia Retsa,ILLINOIS,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4.41m 14' 5.5""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7699859,Parker Valby,FLORIDA,,,2:18.47,,16:54.3,17:59.6,,,14:52.18,,,,,8:41.50,,,,,,,,,,30:50.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13:44.9,,,,,,,,,,,,,,,,,4:50.59,,,,,,,,,,,,,,,,,,,,,,,,,10:10.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8974695,Bryce Ruland,IOWA,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,"18.19m 59' 8.25""",,,,,"58.02m 190' 4""",,"20.42m 67' 0""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6574468,Ashley Carter,AUBURN,,,,,,,,,,,,,,,,,,,,,"54.90m 180' 1""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8688389,Daniela Wamokpego,KANSAS STATE,f,,,,,,,,,,,,,,,,12.30 (2.7),25.26,,,,,"13.84m 45' 5""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8710077,Basia Mitchell,STEPHEN F. AUSTIN,f,,2:27.03,,,,,,,,,,,,,7.83,,24.64,,,"34.40m 112' 10""","6.07m (2.3) 19' 11""",,,8.59,13.58 (2.0),,"1.65m 5' 5""","12.90m 42' 4""",3764,5452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6436596,Julia Heymach,STANFORD,,,2:02.91,4:31.35,17:18.6,19:21.9,,4:09.89,15:33.62,,,,2:45.36,8:59.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7488539,Dominique Ruotolo,USC,,,,,,,,,,,,,,,,8.18,12.48 (1.3),,,,,"6.24m (0.3) 20' 5.75""","13.66m (-0.3) 44' 9.75""",,,,,"1.75m 5' 8.75""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7726138,Maria Bienvenu,TCU,,,,,,,,,,,,,,,,,,,,,"54.45m 178' 8""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8976217,Caleb Barley,HIGH POINT,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,"18.41m 60' 5""",,,,,"51.30m 168' 4""","50.60m 166' 0""","17.67m 57' 11.75""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7707235,Ashley Jones,COLORADO,f,,2:16.74,4:46.91,17:35.0,18:52.9,,4:29.74,15:58.77,,,,,9:16.95,,,,,,,,,,33:34.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8818269,Ruth Kimeli,BAYLOR,f,,,4:49.79,,,,4:21.89,15:45.77,,,,2:45.02,9:16.02,,,,,,,,,,32:27.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9166753,Emmry Ross,MICHIGAN,f,1:29.26,2:02.13,4:45.74,18:14.7,,,4:23.70,,,,,,,,,,,,54.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9261217,Etoro Bassey,TEXAS A&M,m,,,,,,,,,,,,,,,,,,,,,,,,,,,"2.23m 7' 3.75""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7980294,Brandy Atuatasi,STANFORD,f,,,,,,,,,,,,,,,,,,,,"38.47m 126' 2""",,,,,,,,"13.99m 45' 10.75""",,,,,"55.77m 183' 0""","40.09m 131' 6""","16.38m 53' 9""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8610591,Pierce Vittone,UTAH VALLEY,m,,1:48.43,4:12.94,15:34.4,19:35.5,15:08.5,3:49.78,,,25:01.6,,2:26.19,9:01.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21:43.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22:24.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8265355,Alex Thompson,BOISE STATE,m,,1:51.87,3:59.13,,,,3:40.52,13:33.96,,23:02.4,29:33.0,2:26.39,7:57.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15:26.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8369917,Tony Jones,MISS STATE,,,,,,,,,,,,,,,,,,,,,,"6.30m (-2.5) 20' 8""",,,,,,"2.21m 7' 3""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8900350,Louis-Lys Fanucchi,NORTH DAKOTA,m,,1:51.53,3:57.90,,16:51.5,,3:39.14,13:47.01,8:33.56,23:58.8,32:23.5,,7:58.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8989027,Rikard Throgen-Hedin,WICHITA STATE,m,,,,,,,4:39.06,,,,,2:45.29,,,7.04,10.71 (4.2),,,49.17,"43.38m 142' 4""","6.62m (2.0) 21' 8.75""",,,8.72,,,"1.79m 5' 10.5""","14.48m 47' 6.25""",,5370,"4.90m 16' 0.75""",15.56 (2.8),"54.17m 177' 9""",,,7377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7409415,Abdihamid Nur,NORTHERN ARIZONA,,,1:58.20,3:55.94,,,,3:36.33,13:06.32,,22:30.6,28:52.9,,7:40.66,,,,,,,,,,27:42.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22:26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8333712,Victoria Joyce,KENNESAW STATE,f,,,,,,,,,,,,,,,,,24.77 (0.7),,,,,"12.77m (-0.2) 41' 10.75""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8905152,Tia Wilson,FLORIDA,f,,2:11.56,4:30.10,,19:07.2,,4:06.43,15:33.19,,,,,9:03.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8674795,Kaitlyn Eger,YOUNGSTOWN ST.,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4.07m 13' 4.25""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8691239,Carl Murray Iv,LOUISIANA TECH,m,,,,,,,,,,,,,,,6.72,10.23 (0.7),21.51 (2.8),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9278489,Max Lampinen,USC,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"68.96m 226' 3""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8253288,Ally Kruger,KENTUCKY,f,,2:09.80,4:41.80,16:49.7,19:57.5,16:48.5,4:14.54,16:03.65,,,,2:52.23,9:10.53,,,,,,,,,,,,,,,,,,,,,,,,,,20:31.6,,,,,,,,,,,,,,,,14:42.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8981944,Joachim Ennoo,RHODE ISLAND,m,,,,,,,,,,,,,,,7.31,11.08 (1.6),22.88 (-1.0),,,,"7.71m (2.7) 25' 3.5""","15.79m 51' 9.75""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6983805,Ludith Campos,UALBANY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"62.72m 205' 9""","20.74m 68' 0.5""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8670386,Danny Tragarz,COLORADO,m,,,,,,,,,,,,,,,,,21.50,,46.69,,,,,,,49.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8997890,Finn O'Neill,UTSA,m,,,,,,,4:31.91,,,,,2:45.28,,,7.29,10.86 (4.2),,,50.88,"51.84m 170' 1""","6.72m 22' 0.75""",,,8.52,,,"1.88m 6' 2""","13.62m 44' 8.25""",,5261,"4.30m 14' 1.25""",15.02 (2.1),"39.45m 129' 5""",,,7291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6880448,James Mwaura,GONZAGA,,,,4:03.96,,,,3:47.22,13:30.02,,22:49.9,29:04.5,,7:54.50,,,,,,,,,,27:50.44,,,,,,,,,,,,,,23:30.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17:04.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7989959,Johanna Duplantis,LSU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4.39m 14' 4.75""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8366924,Mya Georgiadis,VANDERBILT,f,1:33.08,,,,,,,,,,,,,,8.27,,25.28 (0.1),,55.48,,,,,9.12,14.45,58.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8025040,Bara Sajdokova,ILLINOIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1.91m 6' 3.25""",,,,"2.50m 8' 2.5""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8617891,Dominykas Remeikis,AIR FORCE,m,,1:59.58,3:59.86,,,,3:42.99,,,23:26.9,32:10.3,,,,,,,,,,,,,,,,,,,,,,,,,,26:04.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8730479,Jaylin Holmes,IOWA,m,,,,,,,,,,,,,,,6.77,10.33 (1.1),21.04 (1.7),34.35,48.11,,,,,,,50.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8996501,Terrick Johnson,IOWA,m,1:16.00,1:46.87,,,,,,,,,,,,,,,,,46.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8023481,Sam Innes,MISSOURI,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"71.65m 235' 1""","22.98m 75' 4.75""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7978389,Kamyren Garrett,ILLINOIS,,,,,,,,,,,,,,,,,,,,,,"6.51m (1.5) 21' 4.25""",,,,,,"2.21m 7' 3""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6298835,Robert Oswald,OHIO STATE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5.42m 17' 9.25""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7981256,Reece Sharman-Newell,TEXAS A&M,m,,1:45.47,3:59.37,,,,3:39.71,,,,,2:23.69,8:24.03,,,,,,48.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8700923,Mia Lien,UTSA,f,,2:14.47,,,,,,,,,,,,,,,24.86 (-0.1),,,"30.42m 99' 10""","6.30m (2.6) 20' 8""",,,8.82,14.06 (1.0),,"1.83m 6' 0""","10.80m 35' 5.25""",4194,5741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8679076,Nakai Johnson,SAN JOSE ST.,f,,,,,,,,,,,,,,,7.54,11.83 (0.8),24.87 (1.8),,1:02.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9250474,Arthur Jenkins,ABILENE CHRISTIAN,m,,,,,,,,,,,,,,,,,,,,,"6.62m 21' 8.75""","15.59m (2.3) 51' 1.75""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8316974,Evelyn Lavielle,TEXAS TECH,f,,,,,,,,,,,,,,,,,,,,,,,,,,,"1.90m 6' 2.75""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9263314,Valeria Smirnova,GEORGIA,f,,,,,,,,,,,,,,,,,,,,,,,,,,,"1.82m 5' 11.5""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8934674,Noe Kemper,DARTMOUTH,m,,1:48.62,4:02.42,,18:38.1,,3:46.40,,8:49.89,24:43.0,31:04.4,,8:22.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25:40.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8705465,Sophie Bidwell,OHIO STATE,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"49.18m 161' 4""","58.94m 193' 4""","19.18m 62' 11.25""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8324106,Alexandra Seagris,NORTH DAKOTA STATE,f,,,,,,,,,,,,,,,,,,,,"49.58m 162' 8""",,,,,,,,"13.75m 45' 1.5""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9195184,Kadence Huck,OKLAHOMA STATE,f,,2:05.30,4:50.79,,,,4:25.74,,,,,2:48.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7034968,Chris Welch,TEXAS TECH,,,,,,,,,,,,,,,,,,,,,,"7.82m (4.0) 25' 8""","16.46m (0.5) 54' 0""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7993093,Augustus Henry,NEBRASKA,m,,,,,,,5:07.54,,,,,2:57.82,,,7.07,10.91 (2.9),,,52.00,"72.83m 238' 11""","7.34m (2.7) 24' 1""",,,8.32,,,"2.00m 6' 6.75""","13.66m 44' 9.75""",,5184,"4.20m 13' 9.25""",14.85 (1.6),"39.09m 128' 3""",,,6957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8647431,Kenondra Davis,TEXAS,,,,,,,,,,,,,,,,7.28,11.21 (2.6),22.45 (0.7),37.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7729598,Carter Bajoit,TEXAS A&M,,,,,,,,,,,,,,,,,,,,,,,"12.63m (0.9) 41' 5.25""",,,,,"2.25m 7' 4.5""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8668722,Anna Sonsini,BOSTON COLLEGE,f,,,,,,,,,,,,,,,7.51,11.67 (2.3),23.71 (2.9),38.38,54.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9293005,Titouan Bizet,OREGON,m,,,,,,,,,,,,,,,,,,,,,"7.78m (3.3) 25' 6.25""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9316930,Anja Maraz,ARIZONA,f,,,,,,,,,,,,,,,,,,,,,"5.81m 19' 0.75""","13.04m (1.4) 42' 9.5""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8696092,Roury Mccloyen,MISS STATE,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,"20.11m 65' 11.75""",,,,,"56.44m 185' 2""","55.43m 181' 10""","19.94m 65' 5""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9281891,Rayhan Mourtada,HOUSTON CHRISTIAN,m,,1:59.09,,,,,,,,,,,,,,,,,49.66,,,,,,,51.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7729961,Dylan Targgart,SOUTH CAROLINA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"20.45m 67' 1.25""",,,,,"56.09m 184' 0""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8668372,Jenovia Logan,RUTGERS,f,,,,,,,,,,,,,,,,,,,,,,,,,,,"1.81m 5' 11.25""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6586912,Jonah Wilson,NEBRASKA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"21.32m 69' 11.5""",,,,,"58.29m 191' 3""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9247077,Sihle Mahlangu,TEXAS,m,,1:53.13,,,,,,,,,,,,,,,21.37 (1.0),,46.51,,,,,,,,,,,,,,,,,,,,,,1:38.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8263079,Suus Altorf,FLORIDA STATE,f,,2:03.00,4:31.62,17:49.9,19:55.7,,4:10.13,,,,,2:42.38,8:58.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7019596,Malik Metivier,TEXAS TECH,,,1:56.26,,,,,,,,,,,,,,,22.13,,47.96,,,,,,,48.89,,,,,,,,,,,,1:06.20,,,1:10.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
